,VESSEL_HASH,speed,LON,LAT,COURSE,HEADING,TIMESTAMP,departurePortName,status,avg_speed,waypoints
45,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355408,35.92507,186,68,2015-04-02 11:17:00,CEUTA,sailing,0.012345993949279098,-1
46,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355467,35.92506,89,62,2015-04-02 11:38:00,CEUTA,sailing,0.005277024444541578,-1
47,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355351,35.92487,266,44,2015-04-02 11:59:00,CEUTA,sailing,0.01963066752054127,-1
48,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355195,35.92455,99,32,2015-04-02 12:20:00,CEUTA,sailing,0.03139329805955226,-1
49,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355455,35.92502,319,51,2015-04-02 12:41:00,CEUTA,sailing,0.04736525221161994,-1
50,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355343,35.92513,42,44,2015-04-02 13:02:00,CEUTA,sailing,0.013843392912244951,-1
51,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35431,35.92433,107,3,2015-04-02 13:23:00,CEUTA,sailing,0.11521659261876249,-1
52,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35308,35.92465,59,356,2015-04-02 13:44:00,CEUTA,sailing,0.11207623727111368,WP_1
53,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.3,-5.351998,35.92514,345,337,2015-04-02 14:05:00,CEUTA,sailing,0.10474260358187015,WP_1
54,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35196,35.92561,293,313,2015-04-02 14:27:00,CEUTA,sailing,0.03969138619014828,-1
55,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351923,35.92551,115,319,2015-04-02 14:48:00,CEUTA,sailing,0.009402602547691681,-1
56,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.352135,35.92566,143,314,2015-04-02 15:12:00,CEUTA,sailing,0.02003856687665085,-1
57,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.352143,35.92565,198,319,2015-04-02 15:33:00,CEUTA,sailing,0.0011292988075386234,-1
58,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351988,35.92493,321,347,2015-04-02 15:54:00,CEUTA,sailing,0.06494665591266262,WP_1
59,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.352092,35.92533,252,336,2015-04-02 16:15:00,CEUTA,sailing,0.036446113165592584,-1
60,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.35399,35.92467,292,35,2015-04-02 16:36:00,CEUTA,sailing,0.17720269306207687,WP_1
61,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.354388,35.9249,317,49,2015-04-02 16:39:00,CEUTA,sailing,0.28375194337950466,-1
62,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.354765,35.92541,335,65,2015-04-02 16:45:00,CEUTA,sailing,0.19574545158615386,-1
63,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.7,-5.354993,35.92618,12,95,2015-04-02 16:51:00,CEUTA,sailing,0.2478539192963788,-1
64,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.354627,35.92654,55,135,2015-04-02 16:54:00,CEUTA,sailing,0.31689941630614893,-1
65,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354707,35.92641,28,139,2015-04-02 17:15:00,CEUTA,sailing,0.013460615099638256,-1
66,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.3,-5.355085,35.92591,197,112,2015-04-02 17:36:00,CEUTA,sailing,0.05527377378714217,-1
67,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355124,35.92595,203,104,2015-04-02 17:57:00,CEUTA,sailing,0.004926447168682081,-1
68,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35513,35.92605,305,100,2015-04-02 18:18:00,CEUTA,sailing,0.008834200907157284,-1
69,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355154,35.92608,154,108,2015-04-02 18:39:00,CEUTA,sailing,0.003387896422077665,-1
70,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355155,35.92611,243,112,2015-04-02 19:00:00,CEUTA,sailing,0.0026469719613780923,-1
71,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35522,35.92614,187,107,2015-04-02 19:21:00,CEUTA,sailing,0.006312972249964908,-1
72,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355124,35.92621,76,111,2015-04-02 19:42:00,CEUTA,sailing,0.010477140557569892,-1
73,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354833,35.92653,50,124,2015-04-02 20:03:00,CEUTA,sailing,0.038141852889929044,-1
74,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355245,35.92589,185,99,2015-04-02 20:30:00,CEUTA,sailing,0.05220483564027725,-1
75,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.3,-5.355222,35.92599,22,96,2015-04-02 20:51:00,CEUTA,sailing,0.009048581622126774,-1
76,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355222,35.92602,35,100,2015-04-02 21:12:00,CEUTA,sailing,0.002645502645715783,-1
77,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355154,35.92613,239,108,2015-04-02 21:33:00,CEUTA,sailing,0.011403995174817027,-1
78,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.35525,35.92591,144,101,2015-04-02 21:54:00,CEUTA,sailing,0.02116696040720963,-1
79,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.355263,35.9259,189,106,2015-04-02 22:15:00,CEUTA,sailing,0.0014463156498081423,-1
80,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.355217,35.92588,192,109,2015-04-02 22:36:00,CEUTA,sailing,0.004423257920267268,-1
81,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35528,35.92542,178,89,2015-04-02 22:57:00,CEUTA,sailing,0.040943041255149346,-1
82,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.354822,35.92457,112,28,2015-04-02 23:18:00,CEUTA,sailing,0.08514446136599278,-1
83,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354725,35.92449,326,25,2015-04-02 23:39:00,CEUTA,sailing,0.011087640730482207,-1
84,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354568,35.92447,40,17,2015-04-03 00:00:00,CEUTA,sailing,0.01395668066679404,-1
85,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354279,35.92433,359,17,2015-04-03 00:21:00,CEUTA,sailing,0.02831786476330275,-1
86,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354055,35.92427,51,13,2015-04-03 00:42:00,CEUTA,sailing,0.020449429334197584,-1
87,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.353937,35.92432,247,1,2015-04-03 01:03:00,CEUTA,sailing,0.011301248214206576,-1
88,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.353581,35.92434,192,358,2015-04-03 01:24:00,CEUTA,sailing,0.031442800279457256,WP_1
89,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.353098,35.92445,55,356,2015-04-03 01:45:00,CEUTA,sailing,0.04368320461350644,WP_1
90,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351763,35.92516,305,331,2015-04-03 02:09:00,CEUTA,sailing,0.11667128497776423,WP_1
91,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35184,35.92539,159,321,2015-04-03 02:30:00,CEUTA,sailing,0.021388615756841377,-1
92,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351799,35.92546,45,316,2015-04-03 02:51:00,CEUTA,sailing,0.00715373570109438,-1
93,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351858,35.92555,150,308,2015-04-03 03:12:00,CEUTA,sailing,0.00948986373096673,-1
94,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351592,35.92536,205,312,2015-04-03 03:33:00,CEUTA,sailing,0.02882613405198714,-1
95,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351582,35.92526,35,313,2015-04-03 03:54:00,CEUTA,sailing,0.008862324180554906,WP_1
96,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351743,35.92566,255,297,2015-04-03 04:18:00,CEUTA,sailing,0.03327049189020906,-1
97,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351932,35.92591,330,287,2015-04-03 04:39:00,CEUTA,sailing,0.027636886893820996,-1
98,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.352263,35.92662,52,191,2015-04-03 05:00:00,CEUTA,sailing,0.06907982157459831,-1
99,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.352708,35.92666,311,183,2015-04-03 05:21:00,CEUTA,sailing,0.039399835629646836,-1
100,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.354352,35.92639,250,147,2015-04-03 05:42:00,CEUTA,sailing,0.1469156974806585,-1
101,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.35489,35.92599,147,112,2015-04-03 06:03:00,CEUTA,sailing,0.05911868141356175,-1
102,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354935,35.92585,233,106,2015-04-03 06:24:00,CEUTA,sailing,0.012967761172863176,-1
103,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355037,35.92568,308,98,2015-04-03 06:45:00,CEUTA,sailing,0.01748257181854426,-1
104,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354918,35.92604,217,113,2015-04-03 07:07:00,CEUTA,sailing,0.03191567999126643,-1
105,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.355017,35.92583,358,94,2015-04-03 07:27:00,CEUTA,sailing,0.0214968415712981,-1
106,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354937,35.92606,100,106,2015-04-03 07:51:00,CEUTA,sailing,0.01878980812034978,-1
107,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354833,35.92615,284,106,2015-04-03 08:12:00,CEUTA,sailing,0.012128346558668759,-1
108,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.355017,35.92575,271,92,2015-04-03 08:33:00,CEUTA,sailing,0.038826350351435765,-1
109,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.355021,35.92547,169,85,2015-04-03 08:54:00,CEUTA,sailing,0.024693877422804218,-1
110,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.6,-5.354671,35.92495,138,33,2015-04-03 09:00:00,CEUTA,sailing,0.19346214745805282,-1
111,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.7,-5.353522,35.92432,110,5,2015-04-03 09:06:00,CEUTA,sailing,0.4044388905466995,WP_1
112,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.8,-5.352142,35.92455,54,358,2015-04-03 09:12:00,CEUTA,sailing,0.4318010438176136,WP_1
113,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.351558,35.92493,20,330,2015-04-03 09:15:00,CEUTA,sailing,0.4300905715199099,WP_1
114,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.351605,35.92538,350,313,2015-04-03 09:18:00,CEUTA,sailing,0.279288757429984,-1
115,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35187,35.92555,314,317,2015-04-03 09:21:00,CEUTA,sailing,0.19434643816708788,-1
116,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351782,35.92556,118,311,2015-04-03 09:24:00,CEUTA,sailing,0.054670592161333985,-1
117,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351747,35.92544,307,317,2015-04-03 09:45:00,CEUTA,sailing,0.011022927689220915,-1
118,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351763,35.92547,333,313,2015-04-03 10:06:00,CEUTA,sailing,0.0029982363312239546,-1
119,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.352095,35.92562,263,321,2015-04-03 10:27:00,CEUTA,sailing,0.03212637144600971,-1
120,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.352098,35.92513,262,350,2015-04-03 10:48:00,CEUTA,sailing,0.04321068638329985,WP_1
121,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351656,35.92546,220,312,2015-04-03 11:09:00,CEUTA,sailing,0.048642090413645145,-1
122,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351785,35.92551,20,313,2015-04-03 11:30:00,CEUTA,sailing,0.012200264804903386,-1
123,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351851,35.92533,282,327,2015-04-03 11:51:00,CEUTA,sailing,0.016906397152066755,-1
124,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.351695,35.92521,2,325,2015-04-03 12:15:00,CEUTA,sailing,0.015186314321259782,WP_1
125,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351668,35.92527,44,323,2015-04-03 12:36:00,CEUTA,sailing,0.005802040264233099,WP_1
126,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35166,35.92533,15,317,2015-04-03 12:57:00,CEUTA,sailing,0.005337829259833173,-1
127,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351753,35.92555,231,312,2015-04-03 13:18:00,CEUTA,sailing,0.02106255069561177,-1
128,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351645,35.92562,79,302,2015-04-03 13:39:00,CEUTA,sailing,0.011349312552562415,-1
129,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351515,35.9256,5,300,2015-04-03 14:00:00,CEUTA,sailing,0.011598718199289837,-1
130,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351282,35.92542,220,286,2015-04-03 14:21:00,CEUTA,sailing,0.025963841068328816,-1
131,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351333,35.92544,272,283,2015-04-03 14:42:00,CEUTA,sailing,0.004830809849995994,-1
132,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351343,35.92534,75,300,2015-04-03 15:03:00,CEUTA,sailing,0.008862324181170583,WP_1
133,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351338,35.92535,121,299,2015-04-03 15:24:00,CEUTA,sailing,0.000985920625242798,WP_1
134,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351345,35.92533,193,296,2015-04-03 15:45:00,CEUTA,sailing,0.001868573201034591,WP_1
135,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.351345,35.92535,283,295,2015-04-03 16:06:00,CEUTA,sailing,0.0017636684302683287,WP_1
136,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.351352,35.92481,207,249,2015-04-03 16:27:00,CEUTA,sailing,0.047623048365556746,WP_1
137,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351622,35.92458,34,266,2015-04-03 16:48:00,CEUTA,sailing,0.03127715670372886,WP_1
138,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351742,35.92469,313,243,2015-04-03 17:09:00,CEUTA,sailing,0.01435522098417183,WP_1
139,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35168,35.92503,137,231,2015-04-03 17:30:00,CEUTA,sailing,0.030476782442596693,WP_1
140,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351713,35.92496,337,232,2015-04-03 17:51:00,CEUTA,sailing,0.006824394149618444,WP_1
141,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.3,-5.35218,35.92586,300,193,2015-04-03 18:12:00,CEUTA,sailing,0.0894133366214399,-1
142,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.353688,35.92635,282,154,2015-04-03 18:33:00,CEUTA,sailing,0.13982465202326338,-1
143,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.353867,35.92626,60,135,2015-04-03 18:54:00,CEUTA,sailing,0.017667741614274812,-1
144,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.354092,35.92623,48,131,2015-04-03 19:15:00,CEUTA,sailing,0.020016859722762168,-1
145,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.353795,35.92635,113,142,2015-04-03 19:36:00,CEUTA,sailing,0.02824747760500754,-1
146,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.0,-5.354087,35.92636,48,138,2015-04-03 19:57:00,CEUTA,sailing,0.025764654559041048,-1
147,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354247,35.92615,59,119,2015-04-03 20:18:00,CEUTA,sailing,0.023281091327260382,-1
148,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354163,35.92621,265,126,2015-04-03 20:39:00,CEUTA,sailing,0.009102989700471778,-1
149,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.354188,35.92619,17,121,2015-04-03 21:00:00,CEUTA,sailing,0.0028232470182227294,-1
150,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.354172,35.92605,232,121,2015-04-03 21:21:00,CEUTA,sailing,0.012426042295609643,-1
151,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.354444,35.92539,169,65,2015-04-03 21:42:00,CEUTA,sailing,0.06294986994490935,-1
152,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.354373,35.92522,350,53,2015-04-03 22:03:00,CEUTA,sailing,0.016246105243787213,-1
153,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.354308,35.92587,21,96,2015-04-03 22:12:00,CEUTA,sailing,0.1344119167434441,-1
154,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.6,-5.353997,35.92631,50,131,2015-04-03 22:15:00,CEUTA,sailing,0.3326015057405361,-1
155,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.353443,35.92653,85,164,2015-04-03 22:18:00,CEUTA,sailing,0.36795301648939455,-1
156,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.35313,35.92646,108,179,2015-04-03 22:21:00,CEUTA,sailing,0.19798270082212938,-1
157,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.9,-5.352221,35.92623,128,208,2015-04-03 22:27:00,CEUTA,sailing,0.28939707465552644,-1
158,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.5,-5.351809,35.92584,163,221,2015-04-03 22:30:00,CEUTA,sailing,0.3501931881299299,-1
159,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.8,-5.351475,35.92548,131,211,2015-04-03 22:33:00,CEUTA,sailing,0.3031335609920286,-1
160,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.4,-5.351275,35.92499,220,241,2015-04-03 22:36:00,CEUTA,sailing,0.32669428697226244,WP_1
161,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35164,35.92445,102,260,2015-04-03 22:57:00,CEUTA,sailing,0.05747672026703425,WP_1
162,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351702,35.92457,71,248,2015-04-03 23:18:00,CEUTA,sailing,0.011910965788519374,WP_1
163,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.35192,35.9243,217,266,2015-04-03 23:39:00,CEUTA,sailing,0.03060155318868699,WP_1
164,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.1,-5.351917,35.92447,348,252,2015-04-04 00:00:00,CEUTA,sailing,0.014993515742928242,WP_1
165,0x6d6794f3186f584637721a1e1789fd2e71c28195,0.2,-5.351833,35.92448,227,250,2015-04-04 00:21:00,CEUTA,sailing,0.007459712868676833,WP_1
